frame,time_sec,timecode,gray_diff,hist_diff,edge_diff,composite
433,18.06,00:18.06,0.011588,0.017013,0.032269,0.015554
434,18.101,00:18.10,0.00527,0.018089,0.027894,0.012019
435,18.143,00:18.14,0.003414,0.019313,0.019144,0.010552
436,18.185,00:18.18,0.007819,0.018663,0.032222,0.014055
437,18.227,00:18.23,0.005269,0.01239,0.028009,0.010036
438,18.268,00:18.27,0.003662,0.016149,0.020162,0.009682
439,18.31,00:18.31,0.006003,0.015333,0.030833,0.011751
440,18.352,00:18.35,0.007222,0.016825,0.032222,0.013083
441,18.393,00:18.39,0.004892,0.062695,0.024815,0.027115
442,18.435,00:18.44,0.00683,0.020557,0.03037,0.013989
443,18.477,00:18.48,0.006694,0.029075,0.029074,0.016765
444,18.519,00:18.52,0.00565,0.017148,0.026458,0.011755
445,18.56,00:18.56,0.007389,0.019567,0.030532,0.013966
446,18.602,00:18.60,0.005273,0.015747,0.026944,0.011106
447,18.644,00:18.64,0.007909,0.019275,0.035,0.014596
448,18.685,00:18.69,0.00879,0.023931,0.03206,0.016416
449,18.727,00:18.73,0.006325,0.017855,0.030486,0.012776
450,18.769,00:18.77,0.007833,0.021198,0.03544,0.015271
451,18.81,00:18.81,0.005391,0.026534,0.028819,0.015134
452,18.852,00:18.85,0.008091,0.014934,0.033403,0.013017
453,18.894,00:18.89,0.006148,0.014881,0.031389,0.011728
454,18.936,00:18.94,0.008301,0.034008,0.031458,0.019614
455,18.977,00:18.98,0.004114,0.017266,0.022315,0.010537
456,19.019,00:19.02,0.005243,0.011944,0.027269,0.009791
457,19.061,00:19.06,0.006236,0.011196,0.028935,0.010242
458,19.102,00:19.10,0.005953,0.021258,0.029398,0.013654
459,19.144,00:19.14,0.006137,0.027928,0.029931,0.016143
460,19.186,00:19.19,0.0078,0.016779,0.031736,0.013336
461,19.228,00:19.23,0.005322,0.012033,0.02787,0.009926
462,19.269,00:19.27,0.007251,0.014369,0.030741,0.012091
463,19.311,00:19.31,0.008759,0.021283,0.028681,0.015135
464,19.353,00:19.35,0.008168,0.015471,0.029792,0.012887
465,19.394,00:19.39,0.011719,0.01755,0.026528,0.015241
466,19.436,00:19.44,0.005387,0.018509,0.024653,0.011906
467,19.478,00:19.48,0.010554,0.019202,0.028681,0.015394
468,19.52,00:19.52,0.006885,0.020899,0.028148,0.013916
469,19.561,00:19.56,0.012792,0.018161,0.031412,0.016533
470,19.603,00:19.60,0.009917,0.018501,0.033588,0.015288
471,19.645,00:19.64,0.010132,0.024308,0.034167,0.017497
472,19.686,00:19.69,0.010473,0.016531,0.035231,0.015069
473,19.728,00:19.73,0.012996,0.012328,0.035093,0.014972
474,19.77,00:19.77,0.010848,0.020304,0.037245,0.016797
475,19.811,00:19.81,0.013894,0.030732,0.03662,0.02206
476,19.853,00:19.85,0.013733,0.021364,0.039514,0.018982
477,19.895,00:19.89,0.014288,0.015976,0.039977,0.017448
478,19.937,00:19.94,0.008732,0.01785,0.042384,0.015289
479,19.978,00:19.98,0.016128,0.01952,0.040255,0.019728
480,20.02,00:20.02,0.011899,0.024499,0.040995,0.019218
481,20.062,00:20.06,0.012454,0.02195,0.038588,0.018391
482,20.103,00:20.10,0.013133,0.016342,0.04,0.016943
483,20.145,00:20.15,0.014141,0.021001,0.039375,0.019065
484,20.187,00:20.19,0.011245,0.017698,0.042778,0.016657
485,20.229,00:20.23,0.017128,0.019802,0.041181,0.02047
486,20.27,00:20.27,0.015738,0.017256,0.040278,0.018723
487,20.312,00:20.31,0.01082,0.016006,0.037662,0.015319
488,20.354,00:20.35,0.011748,0.019322,0.038796,0.017104
489,20.395,00:20.40,0.01208,0.022975,0.038681,0.018553
490,20.437,00:20.44,0.011907,0.017323,0.038819,0.016494
491,20.479,00:20.48,0.011699,0.018636,0.034653,0.016422
492,20.521,00:20.52,0.01003,0.024898,0.033843,0.017615
493,20.562,00:20.56,0.010047,0.020246,0.033148,0.015927
494,20.604,00:20.60,0.009613,0.021379,0.033449,0.016114
495,20.646,00:20.65,0.010652,0.017858,0.030093,0.015118
496,20.687,00:20.69,0.007741,0.019382,0.029653,0.014006
497,20.729,00:20.73,0.008418,0.024436,0.025718,0.015755
498,20.771,00:20.77,0.010559,0.018807,0.028819,0.015272
499,20.812,00:20.81,0.008305,0.016154,0.026574,0.012879
500,20.854,00:20.85,0.006798,0.024176,0.025417,0.014742
501,20.896,00:20.90,0.008359,0.020525,0.025764,0.014358
502,20.938,00:20.94,0.007461,0.021653,0.02537,0.014219
503,20.979,00:20.98,0.007621,0.022702,0.024398,0.014577
504,21.021,00:21.02,0.008434,0.022578,0.024375,0.014979
505,21.063,00:21.06,0.006907,0.018746,0.022315,0.012592
506,21.104,00:21.10,0.008109,0.024217,0.023426,0.015279
507,21.146,00:21.15,0.007701,0.015246,0.020694,0.011641
508,21.188,00:21.19,0.009815,0.023084,0.024491,0.015927
509,21.23,00:21.23,0.007004,0.020814,0.021458,0.013283
510,21.271,00:21.27,0.00522,0.016143,0.017731,0.010294
511,21.313,00:21.31,0.008092,0.014013,0.022245,0.011579
512,21.355,00:21.35,0.006285,0.020601,0.022153,0.012882
513,21.396,00:21.40,0.007288,0.014709,0.021273,0.011284
514,21.438,00:21.44,0.005836,0.017063,0.021759,0.011358
515,21.48,00:21.48,0.007605,0.019543,0.024861,0.013509
516,21.522,00:21.52,0.006268,0.016355,0.02419,0.011591
517,21.563,00:21.56,0.006332,0.019271,0.024514,0.012679
518,21.605,00:21.60,0.004194,0.013644,0.018472,0.008929
519,21.647,00:21.65,0.005378,0.024216,0.025324,0.013966
520,21.688,00:21.69,0.003536,0.018466,0.020602,0.010468
521,21.73,00:21.73,0.008075,0.025292,0.027245,0.016018
522,21.772,00:21.77,0.00618,0.038708,0.024838,0.019431
523,21.813,00:21.81,0.00803,0.043557,0.025856,0.022247
524,21.855,00:21.86,0.007037,0.021176,0.026134,0.013895
525,21.897,00:21.90,0.009662,0.020035,0.030486,0.015375
526,21.939,00:21.94,0.008111,0.017544,0.028079,0.01341
527,21.98,00:21.98,0.009197,0.024248,0.03412,0.016957
528,22.022,00:22.02,0.006248,0.024048,0.037361,0.01559
529,22.064,00:22.06,0.009199,0.027937,0.039259,0.018763
530,22.105,00:22.11,0.005942,0.015917,0.037824,0.012621
531,22.147,00:22.15,0.005923,0.022381,0.035856,0.014677
532,22.189,00:22.19,0.005972,0.021022,0.038194,0.014462
533,22.231,00:22.23,0.007467,0.027605,0.044514,0.01822
534,22.272,00:22.27,0.006388,0.045905,0.043148,0.023895
535,22.314,00:22.31,0.010114,0.194196,0.045185,0.07805
536,22.356,00:22.36,0.011103,0.288288,0.030139,0.110021
537,22.397,00:22.40,0.010825,0.24483,0.035556,0.0952
538,22.439,00:22.44,0.013011,0.236296,0.032315,0.093091
539,22.481,00:22.48,0.015256,0.18794,0.047199,0.07889
540,22.523,00:22.52,0.019006,0.155002,0.063218,0.071026
541,22.564,00:22.56,0.017385,0.10888,0.098449,0.057515
542,22.606,00:22.61,0.016441,0.061876,0.06581,0.03728
543,22.648,00:22.65,0.012401,0.021687,0.068634,0.021274
544,22.689,00:22.69,0.020457,0.009815,0.066944,0.021381
545,22.731,00:22.73,0.021988,0.004678,0.069676,0.020699
546,22.773,00:22.77,0.023982,0.015613,0.073356,0.02599
547,22.814,00:22.81,0.024169,0.007325,0.07463,0.02332
548,22.856,00:22.86,0.023349,0.003694,0.075532,0.021688
549,22.898,00:22.90,0.023539,0.011344,0.075648,0.024481
550,22.94,00:22.94,0.024623,0.024612,0.078194,0.029976
551,22.981,00:22.98,0.027402,0.015252,0.073449,0.027754
552,23.023,00:23.02,0.02407,0.019338,0.068912,0.026898
553,23.065,00:23.06,0.132711,0.579087,0.060926,0.281764
554,23.106,00:23.11,0.087073,0.137589,0.057361,0.101783
555,23.148,00:23.15,0.061788,0.09539,0.062222,0.073592
556,23.19,00:23.19,0.062777,0.193631,0.065347,0.108833
557,23.232,00:23.23,0.038907,0.206139,0.054144,0.098962
558,23.273,00:23.27,0.037358,0.110541,0.037731,0.06301
559,23.315,00:23.31,0.032535,0.177395,0.024537,0.082437
560,23.357,00:23.36,0.040293,0.07056,0.008102,0.047668
561,23.398,00:23.40,0.047204,0.066467,0.0,0.049226
562,23.44,00:23.44,0.199978,0.676075,0.013241,0.347938
563,23.482,00:23.48,0.096094,0.099235,0.024398,0.090024
564,23.524,00:23.52,0.10687,0.256721,0.019954,0.150626
565,23.565,00:23.57,0.0807,0.173615,0.017384,0.106889
566,23.607,00:23.61,0.090741,0.205651,0.027245,0.12461
567,23.649,00:23.65,0.073553,0.129901,0.030417,0.088961
568,23.69,00:23.69,0.059802,0.351053,0.012986,0.157058
569,23.732,00:23.73,0.01785,0.251896,0.000208,0.098002
570,23.774,00:23.77,0.030347,0.423078,0.0,0.164769
571,23.815,00:23.82,0.020482,0.153157,0.0,0.06487
572,23.857,00:23.86,0.026759,0.147595,0.0,0.066376
573,23.899,00:23.90,0.143462,1.0,0.194653,0.448369
574,23.941,00:23.94,0.19716,0.25309,0.293171,0.226337
575,23.982,00:23.98,0.214261,0.380328,0.273287,0.278287
576,24.024,00:24.02,0.235579,0.493493,0.259769,0.328268
577,24.066,00:24.07,0.207847,0.495179,0.202616,0.30789
578,24.107,00:24.11,0.209426,0.29642,0.161481,0.235079
579,24.149,00:24.15,0.207355,0.257292,0.172986,0.221396
580,24.191,00:24.19,0.197299,0.223558,0.160787,0.202838
581,24.233,00:24.23,0.176704,0.206605,0.158866,0.185385
582,24.274,00:24.27,0.141358,0.15885,0.166644,0.150008
583,24.316,00:24.32,0.082294,0.072749,0.155556,0.086279
584,24.358,00:24.36,0.045719,0.066127,0.14125,0.062415
585,24.399,00:24.40,0.043131,0.051186,0.139282,0.055565
586,24.441,00:24.44,0.026835,0.066547,0.121412,0.050192
587,24.483,00:24.48,0.029379,0.043207,0.126134,0.043895
588,24.525,00:24.52,0.021881,0.035953,0.108102,0.035428
589,24.566,00:24.57,0.025575,0.044781,0.11787,0.041527
590,24.608,00:24.61,0.004149,0.049521,0.020185,0.021633
591,24.65,00:24.65,0.001555,0.020697,0.007662,0.008865
592,24.691,00:24.69,0.002173,0.02447,0.012662,0.011026
593,24.733,00:24.73,0.001443,0.035277,0.007685,0.013909
594,24.775,00:24.77,0.000724,0.021977,0.002431,0.008333
595,24.816,00:24.82,0.00038,0.016389,0.001852,0.00613
596,24.858,00:24.86,0.001279,0.03294,0.005995,0.012832
597,24.9,00:24.90,0.000638,0.023964,0.002662,0.009004
598,24.942,00:24.94,0.001418,0.038714,0.003796,0.01471
599,24.983,00:24.98,0.001391,0.024583,0.006644,0.010033
600,25.025,00:25.03,0.002289,0.04589,0.007685,0.018089
601,25.067,00:25.07,0.004523,0.036158,0.022176,0.01736
602,25.108,00:25.11,0.005099,0.037551,0.027315,0.018679
603,25.15,00:25.15,0.013606,0.044657,0.061736,0.029287
604,25.192,00:25.19,0.003666,0.046198,0.020787,0.020264
605,25.234,00:25.23,0.002407,0.036447,0.014977,0.015578
606,25.275,00:25.28,0.01222,0.049139,0.057014,0.029621
607,25.317,00:25.32,0.003491,0.029938,0.020231,0.014421
608,25.359,00:25.36,0.002993,0.035641,0.014699,0.015591
609,25.4,00:25.40,0.011127,0.049921,0.052639,0.028856
610,25.442,00:25.44,0.003785,0.031482,0.020162,0.015116
611,25.484,00:25.48,0.003058,0.037495,0.018218,0.016627
612,25.526,00:25.53,0.010969,0.045668,0.052778,0.027294
613,25.567,00:25.57,0.002796,0.027904,0.014977,0.012802
614,25.609,00:25.61,0.025564,0.056654,0.089028,0.042792
615,25.651,00:25.65,0.004227,0.04414,0.021481,0.019922
616,25.692,00:25.69,0.0272,0.051404,0.092269,0.042178
617,25.734,00:25.73,0.004173,0.036919,0.023056,0.017523
618,25.776,00:25.78,0.003815,0.038151,0.019491,0.0174
619,25.817,00:25.82,0.049225,0.068155,0.115532,0.062481
620,25.859,00:25.86,0.005122,0.036655,0.029699,0.018617
621,25.901,00:25.90,0.099417,0.124357,0.138449,0.112049
622,25.943,00:25.94,0.002687,0.037035,0.014537,0.015894
623,25.984,00:25.98,0.053589,0.063396,0.12456,0.064119
624,26.026,00:26.03,0.005276,0.048039,0.027431,0.022458
625,26.068,00:26.07,0.048718,0.06834,0.122523,0.062967
626,26.109,00:26.11,0.004179,0.039035,0.023079,0.018269
627,26.151,00:26.15,0.00296,0.034516,0.014861,0.015195
628,26.193,00:26.19,0.018518,0.044502,0.071551,0.032916
629,26.235,00:26.23,0.004446,0.034719,0.025278,0.017124
630,26.276,00:26.28,0.003418,0.029512,0.015949,0.013804
631,26.318,00:26.32,0.015357,0.053143,0.065532,0.0336
632,26.36,00:26.36,0.004295,0.048959,0.021319,0.02163
633,26.401,00:26.40,0.004505,0.039062,0.024537,0.018603
634,26.443,00:26.44,0.017108,0.048209,0.071528,0.033435
635,26.485,00:26.48,0.004348,0.031343,0.023333,0.015695
636,26.527,00:26.53,0.004685,0.047004,0.024282,0.021456
637,26.568,00:26.57,0.009913,0.039704,0.049931,0.024342
638,26.61,00:26.61,0.005286,0.034254,0.028611,0.017757
639,26.652,00:26.65,0.003812,0.033717,0.021319,0.01603
640,26.693,00:26.69,0.009915,0.04401,0.049514,0.025808
641,26.735,00:26.74,0.001957,0.02606,0.01088,0.011286
642,26.777,00:26.78,0.001403,0.019329,0.008148,0.008352
643,26.818,00:26.82,0.337836,0.650944,0.186019,0.432242
644,26.86,00:26.86,0.03594,0.063775,0.11206,0.053295
645,26.902,00:26.90,0.034445,0.040899,0.091389,0.042399
646,26.944,00:26.94,0.037155,0.042381,0.091574,0.044426
647,26.985,00:26.99,0.023869,0.036886,0.078542,0.033892
648,27.027,00:27.03,0.024458,0.055222,0.085046,0.041284
649,27.069,00:27.07,0.281865,0.319751,0.194861,0.286425
650,27.11,00:27.11,0.02668,0.058571,0.093681,0.044542
651,27.152,00:27.15,0.016377,0.052006,0.026644,0.029874
652,27.194,00:27.19,0.013799,0.04784,0.025903,0.026924
653,27.236,00:27.24,0.010051,0.031653,0.021829,0.018789
654,27.277,00:27.28,0.001907,0.030765,0.006389,0.012456
655,27.319,00:27.32,0.000851,0.024882,0.003218,0.009498
656,27.361,00:27.36,0.000894,0.024537,0.003333,0.009413
657,27.402,00:27.40,0.001239,0.033174,0.00456,0.012748
658,27.444,00:27.44,0.306146,0.96848,0.144005,0.521749
659,27.486,00:27.49,0.135346,0.42546,0.056481,0.229
660,27.528,00:27.53,0.102766,0.113175,0.055231,0.101656
661,27.569,00:27.57,0.096249,0.079279,0.041157,0.084801
662,27.611,00:27.61,0.076673,0.093836,0.026921,0.077705
663,27.653,00:27.65,0.053052,0.076443,0.022199,0.058153
664,27.694,00:27.69,0.047235,0.059254,0.019884,0.048706
665,27.736,00:27.74,0.03789,0.051798,0.01581,0.04055
666,27.778,00:27.78,0.023772,0.067045,0.0125,0.03779
667,27.819,00:27.82,0.015289,0.054987,0.01088,0.028742
668,27.861,00:27.86,0.014331,0.053974,0.010764,0.027849
669,27.903,00:27.90,0.00817,0.021088,0.009907,0.012865
670,27.945,00:27.94,0.005706,0.03234,0.009583,0.015416
671,27.986,00:27.99,0.003776,0.021332,0.008796,0.010422
672,28.028,00:28.03,0.003546,0.033497,0.00838,0.014512
673,28.07,00:28.07,0.002811,0.040714,0.007431,0.016539
674,28.111,00:28.11,0.002464,0.017302,0.006759,0.008087
675,28.153,00:28.15,0.002128,0.017002,0.006806,0.007802
676,28.195,00:28.19,0.002327,0.033479,0.006343,0.013632
677,28.237,00:28.24,0.001986,0.023009,0.005856,0.009731
678,28.278,00:28.28,0.003061,0.016404,0.007986,0.008224
679,28.32,00:28.32,0.001455,0.012626,0.00456,0.005675
680,28.362,00:28.36,0.003289,0.026958,0.007616,0.012006
681,28.403,00:28.40,0.00206,0.02784,0.006088,0.011486
682,28.445,00:28.45,0.001474,0.05202,0.003194,0.019337
683,28.487,00:28.49,0.000872,0.015382,0.002708,0.006134
684,28.529,00:28.53,0.000576,0.012876,0.000255,0.004849
685,28.57,00:28.57,0.000442,0.006669,0.000301,0.002607
686,28.612,00:28.61,0.000351,0.008686,0.000255,0.003258
687,28.654,00:28.65,0.120513,0.504123,0.020509,0.244776
688,28.695,00:28.70,0.304137,0.539407,0.113218,0.367389
689,28.737,00:28.74,0.001441,0.026975,0.005926,0.010826
690,28.779,00:28.78,0.294768,0.316717,0.177245,0.290698
691,28.82,00:28.82,0.001278,0.025038,0.005486,0.010015
692,28.862,00:28.86,0.212049,0.348268,0.152431,0.253764
693,28.904,00:28.90,0.00158,0.022915,0.007222,0.009612
694,28.946,00:28.95,0.067405,0.067196,0.112523,0.071843
695,28.987,00:28.99,0.00057,0.016517,0.001134,0.006208
696,29.029,00:29.03,0.002777,0.030276,0.010324,0.013156
697,29.071,00:29.07,0.043725,0.049013,0.1,0.051203
698,29.112,00:29.11,0.002956,0.032268,0.011319,0.014052
699,29.154,00:29.15,0.00135,0.023408,0.005463,0.009482
700,29.196,00:29.20,0.000758,0.042362,0.001481,0.015392
701,29.238,00:29.24,0.000643,0.015994,0.001435,0.006095
702,29.279,00:29.28,0.000787,0.020822,0.001944,0.007915
703,29.321,00:29.32,0.02002,0.128813,0.031343,0.05923
704,29.363,00:29.36,0.001369,0.021145,0.003403,0.008494
705,29.404,00:29.40,0.057336,0.101254,0.073796,0.074353
706,29.446,00:29.45,0.000968,0.018467,0.00419,0.007415
707,29.488,00:29.49,0.168909,0.2089,0.125417,0.178557
708,29.53,00:29.53,0.001278,0.024115,0.005231,0.009666
709,29.571,00:29.57,0.2004,0.250297,0.161852,0.214009
710,29.613,00:29.61,0.127596,0.131893,0.160741,0.132414
711,29.655,00:29.65,0.000444,0.011021,0.000833,0.004185
712,29.696,00:29.70,0.065276,0.107999,0.130139,0.086715
713,29.738,00:29.74,0.002778,0.029288,0.013079,0.013087
714,29.78,00:29.78,0.032167,0.058222,0.104884,0.048558
715,29.821,00:29.82,0.001939,0.024562,0.009491,0.010612
716,29.863,00:29.86,0.054929,0.072335,0.108981,0.066427
717,29.905,00:29.90,0.002429,0.028978,0.012963,0.012775
718,29.947,00:29.95,0.024131,0.054567,0.085718,0.040942
719,29.988,00:29.99,0.000792,0.018477,0.002917,0.007194
720,30.03,00:30.03,0.029863,0.05094,0.103634,0.044617
721,30.072,00:30.07,0.003296,0.028119,0.015532,0.013207
722,30.113,00:30.11,0.063629,0.067708,0.131157,0.071809
723,30.155,00:30.16,0.000837,0.017802,0.002708,0.006962
724,30.197,00:30.20,0.043953,0.039073,0.119028,0.049752
725,30.239,00:30.24,0.001245,0.020048,0.006181,0.00832
726,30.28,00:30.28,0.02165,0.041816,0.097546,0.036297
727,30.322,00:30.32,0.002154,0.025543,0.010185,0.011143
728,30.364,00:30.36,0.001437,0.032984,0.005671,0.012902
729,30.405,00:30.41,0.333023,0.749882,0.185532,0.464175
730,30.447,00:30.45,0.054034,0.050411,0.15787,0.06315
731,30.489,00:30.49,0.040879,0.042246,0.138194,0.051089
732,30.531,00:30.53,0.042607,0.046763,0.13919,0.05372
733,30.572,00:30.57,0.02687,0.042795,0.113796,0.041136
734,30.614,00:30.61,0.030955,0.046908,0.128079,0.046251
735,30.656,00:30.66,0.261107,0.507063,0.191944,0.340276
736,30.697,00:30.70,0.041344,0.056727,0.122245,0.054818
737,30.739,00:30.74,0.040124,0.040255,0.128449,0.049002
738,30.781,00:30.78,0.035802,0.040925,0.130023,0.047017
739,30.822,00:30.82,0.035695,0.042304,0.129514,0.04739
740,30.864,00:30.86,0.002016,0.026829,0.008519,0.011351
741,30.906,00:30.91,0.002178,0.026528,0.008866,0.011369
742,30.948,00:30.95,0.002399,0.03081,0.009815,0.013084
743,30.989,00:30.99,0.251203,0.874294,0.199537,0.464118
744,31.031,00:31.03,0.0974,0.083716,0.160787,0.098949
745,31.073,00:31.07,0.095441,0.076721,0.156806,0.095026
746,31.114,00:31.11,0.092928,0.097516,0.154444,0.100685
747,31.156,00:31.16,0.093238,0.103291,0.153056,0.102738
748,31.198,00:31.20,0.090521,0.099335,0.154769,0.100031
749,31.24,00:31.24,0.089139,0.103734,0.157917,0.101125
750,31.281,00:31.28,0.091129,0.161914,0.157523,0.122543
751,31.323,00:31.32,0.084972,0.091262,0.16081,0.094757
752,31.365,00:31.36,0.082042,0.090673,0.161574,0.093016
753,31.406,00:31.41,0.079249,0.070773,0.160671,0.084424
754,31.448,00:31.45,0.089177,0.12269,0.168889,0.108878
755,31.49,00:31.49,0.093914,0.093254,0.179769,0.102268
756,31.532,00:31.53,0.108869,0.140329,0.193727,0.128366
757,31.573,00:31.57,0.120269,0.106929,0.207338,0.124307
758,31.615,00:31.61,0.135135,0.100623,0.230602,0.132603
759,31.657,00:31.66,0.142048,0.059378,0.243079,0.123216
760,31.698,00:31.70,0.14872,0.06607,0.249028,0.129823
761,31.74,00:31.74,0.13434,0.072086,0.245671,0.123684
762,31.782,00:31.78,0.140493,0.052562,0.245278,0.120196
763,31.823,00:31.82,0.128706,0.045086,0.241481,0.110717
764,31.865,00:31.87,0.132986,0.056189,0.239144,0.116723
765,31.907,00:31.91,0.116127,0.04704,0.237708,0.104105
766,31.949,00:31.95,0.116288,0.046548,0.235995,0.103849
767,31.99,00:31.99,0.026389,0.049767,0.068194,0.038751
768,32.032,00:32.03,0.0018,0.027307,0.006667,0.011214
769,32.074,00:32.07,0.006158,0.037955,0.028171,0.019488
770,32.115,00:32.12,0.027264,0.041011,0.066227,0.035972
771,32.157,00:32.16,0.001391,0.015861,0.007014,0.007018
772,32.199,00:32.20,0.000971,0.018333,0.004745,0.007425
773,32.241,00:32.24,0.016101,0.033106,0.051898,0.025633
774,32.282,00:32.28,0.00101,0.015913,0.005023,0.006628
775,32.324,00:32.32,0.003381,0.025762,0.016782,0.012554
776,32.366,00:32.37,0.01482,0.034135,0.050949,0.025193
777,32.407,00:32.41,0.001072,0.016602,0.005671,0.006968
778,32.449,00:32.45,0.000495,0.011948,0.003194,0.004773
779,32.491,00:32.49,0.045696,0.065106,0.079861,0.055906
780,32.533,00:32.53,0.004543,0.025504,0.022847,0.01371
781,32.574,00:32.57,0.001457,0.022497,0.005694,0.009245
782,32.616,00:32.62,0.025546,0.044779,0.067894,0.036512
783,32.658,00:32.66,0.000816,0.013901,0.004491,0.005763
784,32.699,00:32.70,0.000658,0.010617,0.00331,0.004409
785,32.741,00:32.74,0.03924,0.044556,0.079005,0.045077
786,32.783,00:32.78,0.002693,0.028678,0.011157,0.012634
787,32.824,00:32.82,0.009265,0.031432,0.047106,0.020807
788,32.866,00:32.87,0.056321,0.075886,0.115162,0.069053
789,32.908,00:32.91,0.014835,0.041238,0.075417,0.030134
790,32.95,00:32.95,0.013919,0.035399,0.068495,0.026895
791,32.991,00:32.99,0.051192,0.074453,0.10669,0.064883
792,33.033,00:33.03,0.013932,0.033159,0.074468,0.026715
793,33.075,00:33.07,0.008542,0.030048,0.046042,0.019819
794,33.116,00:33.12,0.047216,0.052749,0.127593,0.05719
795,33.158,00:33.16,0.017361,0.038088,0.086644,0.031543
796,33.2,00:33.20,0.014105,0.035701,0.073495,0.027602
797,33.242,00:33.24,0.042486,0.052545,0.107338,0.052492
798,33.283,00:33.28,0.011456,0.044083,0.060694,0.027799
799,33.325,00:33.32,0.008968,0.034447,0.046759,0.021665
800,33.367,00:33.37,0.036444,0.052141,0.116505,0.049944
801,33.408,00:33.41,0.013805,0.038328,0.069306,0.027938
802,33.45,00:33.45,0.008435,0.033368,0.046667,0.020985
803,33.492,00:33.49,0.028767,0.040417,0.089606,0.038928
804,33.534,00:33.53,0.015249,0.035423,0.08044,0.028829
805,33.575,00:33.58,0.007452,0.030879,0.040741,0.01898
806,33.617,00:33.62,0.014207,0.036727,0.075069,0.028175
807,33.659,00:33.66,0.008852,0.032938,0.045949,0.020992
808,33.7,00:33.70,0.013822,0.034494,0.073403,0.027015
809,33.742,00:33.74,0.013075,0.033428,0.072176,0.026109
810,33.784,00:33.78,0.01244,0.034686,0.066829,0.025665
811,33.825,00:33.83,0.013076,0.031446,0.070694,0.025268
812,33.867,00:33.87,0.013817,0.033724,0.07625,0.027027
813,33.909,00:33.91,0.01186,0.03759,0.06463,0.026143
814,33.951,00:33.95,0.27208,0.863531,0.226481,0.474528
815,33.992,00:33.99,0.02595,0.051158,0.084005,0.040578
816,34.034,00:34.03,0.022177,0.029575,0.068519,0.029401
817,34.076,00:34.08,0.022737,0.034324,0.068843,0.031403
818,34.117,00:34.12,0.015986,0.029224,0.060417,0.025062
819,34.159,00:34.16,0.018343,0.029291,0.068426,0.027183
820,34.201,00:34.20,0.281048,0.4429,0.226644,0.332256
821,34.243,00:34.24,0.048844,0.036004,0.154097,0.054876
822,34.284,00:34.28,0.047489,0.034627,0.15,0.053238
823,34.326,00:34.33,0.000439,0.010599,0.000833,0.004034
824,34.368,00:34.37,0.000306,0.010676,0.001088,0.004014
825,34.409,00:34.41,0.000636,0.01323,0.003171,0.005297
826,34.451,00:34.45,0.001336,0.013345,0.006852,0.006091
827,34.493,00:34.49,0.003135,0.019847,0.013843,0.010055
828,34.535,00:34.53,0.000949,0.010382,0.006204,0.004776
829,34.576,00:34.58,0.288107,0.983585,0.189398,0.521654
830,34.618,00:34.62,0.118443,0.415677,0.116782,0.222309
831,34.66,00:34.66,0.066306,0.074654,0.074028,0.07
832,34.701,00:34.70,0.220957,0.356766,0.152593,0.261654
833,34.743,00:34.74,0.030722,0.063546,0.027593,0.041898
834,34.785,00:34.78,0.254119,0.30796,0.190648,0.266616
835,34.826,00:34.83,0.026396,0.07801,0.05125,0.046947
836,34.868,00:34.87,0.251729,0.245126,0.215579,0.245803
837,34.91,00:34.91,0.036285,0.082695,0.058866,0.054787
838,34.952,00:34.95,0.203689,0.159433,0.237338,0.191564
839,34.993,00:34.99,0.05811,0.085861,0.085301,0.070542
840,35.035,00:35.04,0.206142,0.139742,0.259444,0.188232
841,35.077,00:35.08,0.088136,0.099984,0.139306,0.0974
842,35.118,00:35.12,0.25292,0.201404,0.318657,0.241463
843,35.16,00:35.16,0.109319,0.061491,0.200833,0.10173
844,35.202,00:35.20,0.270445,0.208533,0.322454,0.253977
845,35.244,00:35.24,0.097953,0.05662,0.18463,0.092154
846,35.285,00:35.29,0.180225,0.085747,0.304537,0.159589
847,35.327,00:35.33,0.087303,0.061535,0.166667,0.086221
848,35.369,00:35.37,0.178202,0.081626,0.304468,0.157027
849,35.41,00:35.41,0.086865,0.067832,0.171782,0.088695
850,35.452,00:35.45,0.197798,0.091954,0.319653,0.172938
851,35.494,00:35.49,0.08044,0.05416,0.171782,0.080376
852,35.536,00:35.54,0.176172,0.07583,0.320069,0.155442
853,35.577,00:35.58,0.071863,0.051636,0.172361,0.074834
854,35.619,00:35.62,0.173549,0.079691,0.329977,0.156342
855,35.661,00:35.66,0.073236,0.04932,0.192593,0.076801
856,35.702,00:35.70,0.13611,0.058913,0.318472,0.127328
857,35.744,00:35.74,0.065065,0.043854,0.176898,0.068825
858,35.786,00:35.79,0.144805,0.061632,0.316829,0.132897
859,35.827,00:35.83,0.073726,0.043256,0.191898,0.074879
860,35.869,00:35.87,0.140193,0.06621,0.321134,0.132393
861,35.911,00:35.91,0.072336,0.042267,0.204514,0.07503
862,35.953,00:35.95,0.142091,0.079555,0.331551,0.13915
863,35.994,00:35.99,0.002024,0.022529,0.010208,0.010019
864,36.036,00:36.04,0.008672,0.06702,0.030741,0.0313
865,36.078,00:36.08,0.007755,0.031487,0.038889,0.019175
866,36.119,00:36.12,0.019154,0.047667,0.066667,0.033885
867,36.161,00:36.16,0.016589,0.037681,0.08581,0.030893
868,36.203,00:36.20,0.02473,0.052332,0.103565,0.042274
