Frame Number,Timecode,content_val,delta_edges,delta_hue,delta_lum,delta_sat
58,00:00:02.377,0.8627658420138888,2.386474609375,0.13694254557291666,0.9419962565104166,1.5093587239583333
59,00:00:02.419,0.8844875759548612,1.86767578125,0.15177408854166666,0.9521077473958334,1.5495808919270833
60,00:00:02.461,39.32838270399306,18.7493896484375,32.971435546875,29.758199055989582,55.255513509114586
61,00:00:02.503,53.941914876302086,31.2213134765625,45.1937255859375,41.00128173828125,75.6307373046875
62,00:00:02.544,25.109286838107636,38.18359375,20.918314615885418,19.624409993489582,34.785135904947914
63,00:00:02.586,14.00482177734375,27.92694091796875,10.8984375,11.1083984375,20.00762939453125
64,00:00:02.628,0.2914632161458333,0.103759765625,0.17047119140625,0.3192138671875,0.38470458984375
65,00:00:02.669,3.27496337890625,11.392822265625,2.6116129557291665,2.7077433268229165,4.505533854166667
66,00:00:02.711,0.2548489040798611,0.08819580078125,0.2590535481770833,0.21185302734375,0.29364013671875
67,00:00:02.753,2.9820556640625,9.5977783203125,2.3631388346354165,2.4823201497395835,4.1007080078125
68,00:00:02.794,0.1948310004340278,0.18157958984375,0.14426676432291666,0.18505859375,0.2551676432291667
69,00:00:02.836,3.215406629774306,9.857177734375,2.2702229817708335,2.6873982747395835,4.6885986328125
70,00:00:02.878,0.24691433376736113,0.30609130859375,0.17596435546875,0.23543294270833334,0.329345703125
71,00:00:02.920,2.339531792534722,7.30987548828125,1.7729085286458333,1.9876912434895833,3.25799560546875
72,00:00:02.961,0.06043836805555556,0.0311279296875,0.05865478515625,0.04473876953125,0.07792154947916667
73,00:00:03.003,1.5861545138888886,4.64324951171875,1.3269856770833333,1.3094075520833333,2.1220703125
74,00:00:03.045,0.11456976996527778,0.1971435546875,0.09523518880208333,0.09466552734375,0.15380859375
75,00:00:03.086,1.4140625,4.171142578125,1.1621907552083333,1.1739095052083333,1.9060872395833333
76,00:00:03.128,0.056125217013888895,0.02593994140625,0.030741373697916668,0.05096435546875,0.086669921875
77,00:00:03.170,0.9117363823784722,2.054443359375,0.71356201171875,0.7550252278645834,1.2666219075520833
78,00:00:03.212,0.17124430338541666,0.14007568359375,0.11798095703125,0.12129720052083333,0.2744547526041667
79,00:00:03.253,0.8362833658854166,1.9610595703125,0.7383626302083334,0.6966959635416666,1.07379150390625
80,00:00:03.295,0.06191677517361111,0.08819580078125,0.035115559895833336,0.055501302083333336,0.09513346354166667
81,00:00:03.337,0.6312391493055557,1.59271240234375,0.57720947265625,0.5335896809895834,0.7829182942708334
82,00:00:03.378,0.13432481553819445,0.0103759765625,0.08713785807291667,0.11177571614583333,0.20406087239583334
83,00:00:03.420,0.6273871527777778,1.50970458984375,0.6097819010416666,0.50323486328125,0.7691446940104166
84,00:00:03.462,0.10517713758680554,0.1556396484375,0.07733154296875,0.0989990234375,0.13920084635416666
85,00:00:03.504,1.067755805121528,2.99346923828125,0.8655802408854166,0.9127197265625,1.4249674479166667
86,00:00:03.545,0.2567409939236111,0.37353515625,0.1602783203125,0.2232666015625,0.3866780598958333
87,00:00:03.587,1.2488945855034723,2.92083740234375,0.9471638997395834,1.0952962239583333,1.7042236328125
88,00:00:03.629,0.1545477973090278,0.04150390625,0.0863037109375,0.1602783203125,0.21706136067708334
89,00:00:03.670,1.40740966796875,3.092041015625,0.9820353190104166,1.3582967122395833,1.88189697265625
90,00:00:03.712,0.1324191623263889,0.0311279296875,0.07904052734375,0.12459309895833333,0.19362386067708334
91,00:00:03.754,1.0242648654513888,2.86895751953125,0.8373209635416666,0.87945556640625,1.35601806640625
92,00:00:03.795,0.19911702473958334,0.06744384765625,0.10009765625,0.19903564453125,0.2982177734375
93,00:00:03.837,2.2269422743055554,6.9830322265625,1.6210123697916667,1.9111531575520833,3.1486612955729165
94,00:00:03.879,0.09624565972222222,0.25421142578125,0.07059733072916667,0.09903971354166667,0.11909993489583333
95,00:00:03.921,1.6580607096354167,4.710693359375,1.11651611328125,1.47979736328125,2.37786865234375
96,00:00:03.962,0.06355116102430557,0.020751953125,0.0294189453125,0.07450358072916667,0.08673095703125
97,00:00:04.004,1.5156182183159723,4.9285888671875,1.0395100911458333,1.3270263671875,2.1803181966145835
98,00:00:04.046,0.15887451171875,0.21270751953125,0.11090087890625,0.18642171223958334,0.17930094401041666
99,00:00:04.087,2.167724609375,4.78851318359375,1.2553914388020833,2.3454182942708335,2.9023640950520835
100,00:00:04.129,0.33171929253472227,0.09857177734375,0.16739908854166666,0.3822428385416667,0.4455159505208333
101,00:00:04.171,2.0939059787326393,5.01678466796875,1.20294189453125,2.1422322591145835,2.9365437825520835
102,00:00:04.213,0.2716064453125,0.09857177734375,0.13057454427083334,0.2867431640625,0.3975016276041667
103,00:00:04.254,1.9585300021701386,5.79498291015625,1.2119344075520833,1.8149617513020833,2.84869384765625
104,00:00:04.296,0.3664211697048611,0.0830078125,0.09733072916666667,0.4462890625,0.5556437174479166
105,00:00:04.338,1.7367892795138886,5.84686279296875,1.0887858072916667,1.5155843098958333,2.6059977213541665
106,00:00:04.379,0.07415093315972222,0.12969970703125,0.049112955729166664,0.07177734375,0.1015625
107,00:00:04.421,2.6264851888020835,9.75341796875,1.4327596028645833,2.33221435546875,4.114481608072917
108,00:00:04.463,0.06805419921875,0.03631591796875,0.038167317708333336,0.0625,0.10349527994791667
109,00:00:04.505,2.02191162109375,6.495361328125,1.3036295572916667,1.7733357747395833,2.98876953125
110,00:00:04.546,0.09285481770833333,0.16082763671875,0.07045491536458333,0.09358723958333333,0.11452229817708333
111,00:00:04.588,2.026401095920139,6.785888671875,1.36138916015625,1.7632853190104167,2.95452880859375
112,00:00:04.630,0.053988986545138895,0.04150390625,0.06988525390625,0.036824544270833336,0.055257161458333336
113,00:00:04.671,2.251064724392361,7.39288330078125,1.6014811197916667,1.8855387369791667,3.26617431640625
114,00:00:04.713,0.048380533854166664,0.24383544921875,0.040262858072916664,0.04705810546875,0.057820638020833336
115,00:00:04.755,2.346645779079861,8.0828857421875,1.8369547526041667,1.94512939453125,3.2578531901041665
116,00:00:04.796,0.0899319118923611,0.0518798828125,0.09975179036458333,0.0677490234375,0.102294921875
117,00:00:04.838,2.9928521050347228,10.19439697265625,2.2552490234375,2.4586181640625,4.264689127604167
118,00:00:04.880,0.08915201822916667,0.12969970703125,0.1131591796875,0.06447347005208333,0.08982340494791667
119,00:00:04.922,2.919440375434028,9.940185546875,2.15045166015625,2.4261678059895835,4.18170166015625
120,00:00:04.963,0.0325927734375,0.07781982421875,0.019063313802083332,0.03485107421875,0.043863932291666664
121,00:00:05.005,3.4256727430555554,10.24627685546875,2.4563395182291665,2.8699747721354165,4.950703938802083
122,00:00:05.047,0.1574435763888889,0.02593994140625,0.055745442708333336,0.1943359375,0.22224934895833334
123,00:00:05.088,3.1650526258680554,10.46417236328125,2.4173177083333335,2.6053263346354165,4.472513834635417
124,00:00:05.130,0.15272352430555555,0.0726318359375,0.21158854166666666,0.09075927734375,0.15582275390625
125,00:00:05.172,0.7631700303819445,2.27752685546875,0.6697998046875,0.6135457356770834,1.00616455078125
126,00:00:05.214,0.1738213433159722,0.0726318359375,0.20703125,0.08172607421875,0.23270670572916666
127,00:00:05.255,0.8155992296006943,2.4383544921875,0.6935831705729166,0.6310831705729166,1.12213134765625
128,00:00:05.297,0.1133694118923611,0.07781982421875,0.11688232421875,0.058247884114583336,0.16497802734375
129,00:00:05.339,0.7033013237847223,1.44744873046875,0.62200927734375,0.4796142578125,1.0082804361979167
130,00:00:05.380,0.13531494140625,0.18157958984375,0.10392252604166667,0.14835611979166666,0.15366617838541666
131,00:00:05.422,0.6326904296874999,1.80023193359375,0.635986328125,0.4968465169270833,0.7652384440104166
132,00:00:05.464,0.12835015190972224,0.29052734375,0.14125569661458334,0.11216227213541667,0.13163248697916666
133,00:00:05.506,0.7050916883680555,2.02850341796875,0.6997273763020834,0.5504557291666666,0.8650919596354166
134,00:00:05.547,0.17570665147569442,0.36834716796875,0.15037027994791666,0.16782633463541666,0.20892333984375
135,00:00:05.589,0.5423448350694444,1.4630126953125,0.5407307942708334,0.4373982747395833,0.6489054361979166
136,00:00:05.631,0.035101996527777776,0.00518798828125,0.032938639322916664,0.029256184895833332,0.043111165364583336
137,00:00:05.672,1.1110026041666667,3.27362060546875,0.9207763671875,0.8645222981770834,1.5477091471354167
138,00:00:05.714,0.24755859375,0.145263671875,0.150146484375,0.3161214192708333,0.2764078776041667
139,00:00:05.756,0.9679633246527778,3.04534912109375,0.8091634114583334,0.8236287434895834,1.2710978190104167
140,00:00:05.797,0.09760199652777778,0.0518798828125,0.07259114583333333,0.1146240234375,0.1055908203125
141,00:00:05.839,1.0896470811631944,3.23211669921875,0.8816324869791666,0.8900960286458334,1.4972127278645833
142,00:00:05.881,0.11265055338541667,0.0726318359375,0.09090169270833333,0.12727864583333334,0.11977132161458333
143,00:00:05.923,0.9961480034722222,2.91046142578125,0.85870361328125,0.8277384440104166,1.302001953125
144,00:00:05.964,0.03278944227430556,0.07781982421875,0.023539225260416668,0.03472900390625,0.04010009765625
145,00:00:06.006,1.240471733940972,3.92730712890625,0.9894002278645834,1.0404052734375,1.6916097005208333
146,00:00:06.048,0.14175075954861113,0.1971435546875,0.14990234375,0.10601806640625,0.16933186848958334
147,00:00:06.089,1.1455620659722223,3.839111328125,0.9767252604166666,0.9369099934895834,1.5230509440104167
148,00:00:06.131,0.06791856553819445,0.1348876953125,0.053507486979166664,0.056477864583333336,0.09377034505208333
149,00:00:06.173,0.9909125434027778,3.1854248046875,0.8802286783854166,0.80029296875,1.2922159830729167
150,00:00:06.215,0.14695909288194445,0.4150390625,0.16929117838541666,0.12259928385416667,0.14898681640625
151,00:00:06.256,0.9173177083333334,3.2061767578125,0.8083292643229166,0.7573038736979166,1.1863199869791667
152,00:00:06.298,0.10230170355902778,0.04150390625,0.060791015625,0.08182779947916667,0.16428629557291666
153,00:00:06.340,1.9035305447048614,6.07513427734375,1.5083414713541667,1.5563151041666667,2.64593505859375
154,00:00:06.381,0.07579210069444443,0.29571533203125,0.0596923828125,0.07155354817708333,0.09613037109375
155,00:00:06.423,1.6255967881944444,5.4473876953125,1.2558390299479167,1.3533935546875,2.2675577799479165
156,00:00:06.465,0.15733506944444445,0.12451171875,0.09641520182291667,0.16632080078125,0.20926920572916666
157,00:00:06.507,1.931430392795139,6.10626220703125,1.4235026041666667,1.586181640625,2.78460693359375
158,00:00:06.548,0.11555311414930557,0.01556396484375,0.10658772786458333,0.10654703776041667,0.13352457682291666
159,00:00:06.590,1.7892998589409723,5.52520751953125,1.2300821940104167,1.4939371744791667,2.6438802083333335
160,00:00:06.632,0.15811496310763887,0.0830078125,0.08620198567708333,0.13323974609375,0.2549031575520833
161,00:00:06.673,1.7258368598090277,5.3851318359375,1.0986735026041667,1.4895222981770833,2.5893147786458335
162,00:00:06.715,0.13475206163194445,0.07781982421875,0.0814208984375,0.08054606119791667,0.24228922526041666
163,00:00:06.757,1.445868598090278,4.482421875,0.8594563802083334,1.2261149088541667,2.2520345052083335
164,00:00:06.798,0.11863199869791667,0.0311279296875,0.040873209635416664,0.16392008463541666,0.15110270182291666
165,00:00:06.840,1.362358940972222,3.839111328125,0.6881103515625,1.32733154296875,2.0716349283854165
166,00:00:06.882,0.24766710069444442,0.40985107421875,0.06801350911458333,0.3283894856770833,0.3465983072916667
167,00:00:06.924,1.1874593098958333,3.67828369140625,0.6299845377604166,0.981201171875,1.9511922200520833
168,00:00:06.965,0.07421875,0.04669189453125,0.032023111979166664,0.0782470703125,0.11238606770833333
169,00:00:07.007,1.05999755859375,3.40850830078125,0.4404703776041667,1.00933837890625,1.7301839192708333
170,00:00:07.049,0.059346516927083336,0.02593994140625,0.045247395833333336,0.046061197916666664,0.08673095703125
171,00:00:07.090,0.855502658420139,2.92083740234375,0.3433634440104167,0.8033040364583334,1.4198404947916667
172,00:00:07.132,0.058736165364583336,0.0,0.051920572916666664,0.0462646484375,0.07802327473958333
173,00:00:07.174,0.62060546875,1.53045654296875,0.2758382161458333,0.5845947265625,1.0013834635416667
174,00:00:07.216,0.03877088758680555,0.0,0.025227864583333332,0.032613118489583336,0.0584716796875
175,00:00:07.257,0.6231486002604166,1.41632080078125,0.3010050455729167,0.5785725911458334,0.9898681640625
176,00:00:07.299,0.09846327039930554,0.0103759765625,0.050028483072916664,0.09200032552083333,0.15336100260416666
177,00:00:07.341,0.5955742730034722,0.65887451171875,0.2550252278645833,0.6298014322916666,0.9018961588541666
178,00:00:07.382,0.29730224609375,6.11663818359375,0.07975260416666667,0.3579508463541667,0.4542032877604167
179,00:00:07.424,0.5041707356770834,6.8896484375,0.21034749348958334,0.60089111328125,0.7012736002604166
180,00:00:07.466,0.20710584852430555,2.0751953125,0.04742431640625,0.24228922526041666,0.33160400390625
181,00:00:07.508,0.6596611870659723,1.06353759765625,0.24658203125,0.8545125325520834,0.8778889973958334
182,00:00:07.549,0.2913072374131944,0.59661865234375,0.10597737630208333,0.3276570638020833,0.4402872721354167
183,00:00:07.591,1.0130479600694444,1.22955322265625,0.3801066080729167,1.3596598307291667,1.29937744140625
184,00:00:07.633,0.30743408203125,0.33203125,0.098388671875,0.3564249674479167,0.4674886067708333
185,00:00:07.674,0.5498589409722222,0.69000244140625,0.2658487955729167,0.6400146484375,0.74371337890625
186,00:00:07.716,0.17526584201388887,0.53436279296875,0.06960042317708333,0.14239501953125,0.3138020833333333
187,00:00:07.758,0.4136623806423611,0.6329345703125,0.24623616536458334,0.4253133138020833,0.5694376627604166
188,00:00:07.799,0.35080295138888884,0.57586669921875,0.14267985026041666,0.3124593098958333,0.5972696940104166
189,00:00:07.841,0.4768541124131945,0.99090576171875,0.3254801432291667,0.4763590494791667,0.62872314453125
190,00:00:07.883,0.21925184461805555,0.59661865234375,0.13004557291666666,0.23356119791666666,0.2941487630208333
191,00:00:07.925,0.3265584309895833,0.7159423828125,0.24161783854166666,0.3046875,0.4333699544270833
192,00:00:07.966,0.0893215603298611,0.062255859375,0.041015625,0.1063232421875,0.12062581380208333
193,00:00:08.008,0.6316460503472222,0.809326171875,0.3163655598958333,0.74444580078125,0.8341267903645834
194,00:00:08.050,0.3321804470486111,0.062255859375,0.10548909505208333,0.4424031575520833,0.4486490885416667
195,00:00:08.091,0.33562554253472227,0.5499267578125,0.20778401692708334,0.3605753580729167,0.4385172526041667
196,00:00:08.133,0.3372938368055555,0.1763916015625,0.15004475911458334,0.5143229166666666,0.3475138346354167
197,00:00:08.175,0.2925075954861111,0.53955078125,0.19138590494791666,0.30670166015625,0.3794352213541667
198,00:00:08.217,0.3901841905381944,0.67962646484375,0.257568359375,0.4691975911458333,0.44378662109375
199,00:00:08.258,0.2509765625,0.46173095703125,0.17612711588541666,0.23846435546875,0.3383382161458333
200,00:00:08.300,0.09013536241319443,0.16082763671875,0.04742431640625,0.08430989583333333,0.138671875
201,00:00:08.342,0.3949720594618056,0.87158203125,0.18062337239583334,0.4003702799479167,0.6039225260416666
202,00:00:08.383,0.04011366102430555,0.0518798828125,0.025919596354166668,0.040323893229166664,0.054097493489583336
203,00:00:08.425,0.4866197374131944,1.6705322265625,0.26495361328125,0.4637044270833333,0.731201171875
204,00:00:08.467,0.14583333333333334,0.269775390625,0.12166341145833333,0.13468424479166666,0.18115234375
205,00:00:08.509,0.4686618381076389,2.22564697265625,0.22285970052083334,0.4828898111979167,0.7002360026041666
206,00:00:08.550,0.1021728515625,0.12969970703125,0.07291666666666667,0.11246744791666667,0.12113444010416667
207,00:00:08.592,0.32172309027777773,2.427978515625,0.12589518229166666,0.3289388020833333,0.5103352864583334
208,00:00:08.634,0.0857883029513889,0.1556396484375,0.061442057291666664,0.08262125651041667,0.11330159505208333
209,00:00:08.675,0.34228515625,2.2308349609375,0.12538655598958334,0.3484700520833333,0.5529988606770834
210,00:00:08.717,0.04395209418402778,0.12451171875,0.021464029947916668,0.046732584635416664,0.06365966796875
211,00:00:08.759,0.33734130859375,1.6290283203125,0.13238525390625,0.3774617513020833,0.5021769205729166
212,00:00:08.800,0.09439425998263888,0.1141357421875,0.04815673828125,0.08660888671875,0.14841715494791666
213,00:00:08.842,0.3422376844618056,2.09075927734375,0.16550699869791666,0.3652750651041667,0.4959309895833333
214,00:00:08.884,0.13677978515625,0.29052734375,0.08705647786458333,0.10902913411458333,0.21425374348958334
215,00:00:08.926,0.3037584092881944,1.0791015625,0.10595703125,0.33074951171875,0.4745686848958333
216,00:00:08.967,0.07902018229166667,0.10894775390625,0.04827880859375,0.07135009765625,0.117431640625
217,00:00:09.009,0.5302056206597222,3.6834716796875,0.23508707682291666,0.53302001953125,0.822509765625
218,00:00:09.051,0.2935045030381945,0.850830078125,0.16298421223958334,0.309326171875,0.408203125
219,00:00:09.092,0.34533013237847215,1.4007568359375,0.11090087890625,0.3724365234375,0.5526529947916666
220,00:00:09.134,0.07883707682291667,0.08819580078125,0.025594075520833332,0.06695556640625,0.14396158854166666
221,00:00:09.176,0.28742133246527785,1.5667724609375,0.11785888671875,0.2891642252604167,0.4552408854166667
222,00:00:09.218,0.05579969618055556,0.15045166015625,0.02471923828125,0.0447998046875,0.09788004557291667
223,00:00:09.259,0.4062228732638889,2.33978271484375,0.15584309895833334,0.3908487955729167,0.6719767252604166
224,00:00:09.301,0.17226833767361108,0.20233154296875,0.12111409505208333,0.1424560546875,0.25323486328125
225,00:00:09.343,0.7443305121527778,2.97271728515625,0.21634928385416666,0.7369181315104166,1.27972412109375
226,00:00:09.384,0.16611735026041666,0.11932373046875,0.053426106770833336,0.1661376953125,0.2787882486979167
227,00:00:09.426,0.4237467447916667,1.805419921875,0.12715657552083334,0.4493815104166667,0.6947021484375
228,00:00:09.468,0.12634955512152776,0.09857177734375,0.043558756510416664,0.13543701171875,0.20005289713541666
229,00:00:09.510,0.3649020724826389,1.98699951171875,0.12874348958333334,0.3966064453125,0.5693562825520834
230,00:00:09.551,0.1099853515625,0.03631591796875,0.03472900390625,0.12217203776041667,0.17305501302083334
231,00:00:09.593,0.27251519097222227,1.54083251953125,0.0657958984375,0.27679443359375,0.4749552408854167
232,00:00:09.635,0.11534288194444443,0.03631591796875,0.043802897135416664,0.11966959635416667,0.18255615234375
233,00:00:09.676,0.3652750651041667,2.1270751953125,0.12856038411458334,0.3642985026041667,0.60296630859375
234,00:00:09.718,0.10954454210069446,0.0518798828125,0.02862548828125,0.13313802083333334,0.1668701171875
235,00:00:09.760,0.24174669053819445,1.2554931640625,0.08256022135416667,0.24208577473958334,0.4005940755208333
236,00:00:09.801,0.12040201822916667,0.0518798828125,0.04681396484375,0.14434814453125,0.1700439453125
237,00:00:09.843,0.2743801540798611,1.74835205078125,0.10809326171875,0.2738850911458333,0.441162109375
238,00:00:09.885,0.0980563693576389,0.1971435546875,0.043294270833333336,0.10457356770833333,0.14630126953125
239,00:00:09.927,0.34756808810763884,2.095947265625,0.14237467447916666,0.36492919921875,0.535400390625
240,00:00:09.968,0.16807047526041666,0.48248291015625,0.09096272786458333,0.18336995442708334,0.22987874348958334
241,00:00:10.010,0.7535603841145834,1.90399169921875,0.5417683919270834,0.6783854166666666,1.04052734375
242,00:00:10.052,0.227294921875,0.34759521484375,0.1270751953125,0.23760986328125,0.31719970703125
243,00:00:10.093,0.29071044921875,0.82489013671875,0.14107259114583334,0.2876993815104167,0.443359375
244,00:00:10.135,0.0683865017361111,0.06744384765625,0.02960205078125,0.068115234375,0.10744222005208333
245,00:00:10.177,0.20077175564236113,0.4461669921875,0.12900797526041666,0.18975830078125,0.2835489908854167
246,00:00:10.219,0.21828206380208334,0.57586669921875,0.13846842447916666,0.22837320963541666,0.2880045572916667
247,00:00:10.260,0.3075154622395833,0.8404541015625,0.19333902994791666,0.31219482421875,0.4170125325520833
248,00:00:10.302,0.13120524088541666,0.269775390625,0.076416015625,0.13521321614583334,0.18198649088541666
249,00:00:10.344,0.4341159396701389,0.97015380859375,0.2812296549479167,0.43560791015625,0.58551025390625
250,00:00:10.385,0.12668863932291666,0.10894775390625,0.06636555989583333,0.11794026692708333,0.19576009114583334
251,00:00:10.427,0.32445610894097227,0.6640625,0.24723307291666666,0.3110758463541667,0.4150594075520833
252,00:00:10.469,0.05194769965277778,0.0311279296875,0.0198974609375,0.045756022135416664,0.09018961588541667
253,00:00:10.511,0.19350857204861108,0.2801513671875,0.12416585286458333,0.18731689453125,0.26904296875
254,00:00:10.552,0.15839301215277776,0.16082763671875,0.08296712239583333,0.168701171875,0.2235107421875
255,00:00:10.594,0.2511393229166667,0.42022705078125,0.14748128255208334,0.2720540364583333,0.3338826497395833
256,00:00:10.636,0.20281982421875,0.20751953125,0.08872477213541667,0.17854817708333334,0.3411865234375
257,00:00:10.677,0.35839165581597227,0.75225830078125,0.16554768880208334,0.335205078125,0.5744222005208334
258,00:00:10.719,0.3855726453993056,1.2139892578125,0.06398518880208333,0.4557291666666667,0.6370035807291666
259,00:00:10.761,0.680813259548611,2.822265625,0.21307373046875,0.78509521484375,1.0442708333333333
260,00:00:10.802,0.6382310655381944,3.3514404296875,0.103759765625,0.73199462890625,1.0789388020833333
261,00:00:10.844,0.6695556640625,3.382568359375,0.22721354166666666,0.7486165364583334,1.0328369140625
262,00:00:10.886,0.805697970920139,4.46685791015625,0.12742106119791666,0.9501546223958334,1.3395182291666667
263,00:00:10.928,0.955227322048611,4.54986572265625,0.3075154622395833,1.0846964518229167,1.4734700520833333
264,00:00:10.969,1.3069797092013888,6.4642333984375,0.21164957682291666,1.34820556640625,2.361083984375
265,00:00:11.011,1.8485582139756946,8.28521728515625,0.3571980794270833,2.09906005859375,3.08941650390625
266,00:00:11.053,1.769775390625,9.7119140625,0.373779296875,1.9021199544270833,3.0334269205729165
267,00:00:11.094,1.7982313368055556,9.08416748046875,0.5632527669270834,1.8486328125,2.9828084309895835
268,00:00:11.136,2.6432020399305554,11.94793701171875,0.8526407877604166,2.6819254557291665,4.395039876302083
269,00:00:11.178,2.1042344835069446,10.44342041015625,0.7764485677083334,2.1617838541666665,3.3744710286458335
270,00:00:11.220,2.3910319010416665,11.47064208984375,0.9143880208333334,2.4321492513020835,3.8265584309895835
